,c,r
11785,210404,0
11786,210407,0
11787,210410,1
11788,210413,0
11789,210416,0
11790,210419,1
11791,210422,1
11792,210425,1
11793,210428,0
11794,210431,1
11795,210434,0
11796,210437,1
11797,210440,1
11798,210443,0
11799,210446,1
11800,210449,0
11801,210452,1
11802,210455,0
11803,210458,0
11804,210461,0
11805,210464,1
11806,210467,1
11807,210470,0
11808,210473,1
11809,210476,1
11810,210479,1
11811,210482,0
11812,210485,1
11813,210488,1
11814,210491,0
11815,210494,1
11816,210497,0
11817,210500,1
11818,210503,1
11819,210506,0
11820,210509,0
11821,210512,1
11822,210513,0
11823,210518,1
11824,210521,1
11825,210524,0
11826,210527,0
11827,210530,0
11828,210533,1
11829,210536,0
11830,210539,0
11831,210542,1
11832,210545,0
11833,210548,1
11834,210551,1
11835,210554,1
11836,210557,1
11837,210560,1
11838,210563,0
11839,210566,0
11840,210569,0
11841,210572,0
11842,210575,1
11843,210578,1
11844,210581,0
11845,210584,1
11846,210587,0
11847,210590,1
11848,210593,0
11849,210596,1
11850,210599,0
11851,210602,0
11852,210605,0
11853,210608,1
11854,210611,0
11855,210614,1
11856,210617,1
11857,210620,0
11858,210623,0
11859,210626,0
11860,210629,0
11861,210632,1
11862,210635,1
11863,210638,1
11864,210641,0
11865,210644,1
11866,210647,1
11867,210650,0
11868,210653,1
11869,210656,0
11870,210659,1
11871,210662,1
11872,210665,0
11873,210668,1
11874,210671,0
11875,210674,1
11876,210677,1
11877,210680,1
11878,210683,0
11879,210686,0
11880,210689,1
11881,210692,1
11882,210695,0
11883,210698,0
11884,210701,1
11885,210704,0
11886,210707,1
11887,210710,1
11888,210713,0
11889,210716,0
11890,210719,1
11891,210722,0
11892,210725,1
11893,210728,0
11894,210731,0
11895,210734,1
11896,210737,1
11897,210740,0
11898,210743,0
11899,210746,1
11900,210749,0
11901,210752,0
11902,210755,1
11903,210758,0
11904,210761,0
11905,210764,1
11906,210767,0
11907,210770,0
11908,210773,1
11909,210776,0
11910,210779,0
11911,210782,0
11912,210785,0
11913,210788,0
11914,210791,0
11915,210794,0
11916,210797,0
11917,210800,1
11918,210803,1
11919,210806,0
11920,210809,1
11921,210812,1
11922,210815,1
11923,210818,1
11924,210821,1
11925,210824,1
11926,210827,1
11927,210830,0
11928,210833,1
11929,210836,0
11930,210839,1
11931,210842,1
11932,210845,0
11933,210848,0
11934,210851,1
11935,210854,1
11936,210857,1
11937,210860,1
11938,210863,1
11939,210866,0
11940,210869,1
11941,210872,1
11942,210875,1
11943,210878,0
11944,210881,0
11945,210884,0
11946,210887,1
11947,210890,0
11948,210893,0
11949,210896,0
11950,210899,1
11951,210902,1
11952,210905,1
11953,210908,0
11954,210911,1
11955,210914,1
11956,210917,0
11957,210920,0
11958,210923,1
11959,210926,0
11960,210929,1
11961,210932,0
11962,210935,0
11963,210938,0
11964,210941,0
11965,210944,0
11966,210947,1
11967,210950,0
11968,210957,0
11969,210960,1
11970,210963,0
11971,210966,1
11972,210969,1
11973,210972,1
11974,210975,0
11975,210978,0
11976,210981,1
11977,210984,1
11978,210987,1
11979,210990,1
11980,210993,1
11981,210996,0
11982,210999,1
11983,211002,0
11984,211005,0
11985,211008,1
11986,211011,1
11987,211014,0
11988,211017,1
11989,211020,1
11990,211023,0
11991,211026,0
11992,211029,0
11993,211032,0
11994,211035,1
11995,211038,1
11996,211041,0
11997,211044,1
11998,211047,1
11999,211050,1
12000,211053,1
12001,211056,0
12002,211059,0
12003,211062,1
12004,211065,1
12005,211068,0
12006,211071,1
12007,211074,1
12008,211077,1
12009,211080,1
12010,211083,1
12011,211086,1
12012,211089,0
12013,211092,1
12014,211095,0
12015,211098,1
12016,211101,0
12017,211104,1
12018,211107,0
12019,211110,0
12020,211113,1
12021,211116,1
12022,211119,1
12023,211122,0
12024,211125,1
12025,211128,1
12026,211131,1
12027,211134,0
12028,211137,1
12029,211140,1
12030,211143,0
12031,211146,1
12032,211149,1
12033,211152,0
12034,211155,1
12035,211158,0
12036,211161,1
12037,211164,1
12038,211167,0
12039,211170,0
12040,211173,0
12041,211176,1
12042,211179,1
12043,211182,0
12044,211185,1
12045,211188,0
12046,211191,1
12047,211194,0
12048,211197,1
12049,211200,1
12050,211203,0
12051,211206,0
12052,211209,0
12053,211212,1
12054,211215,0
12055,211218,0
12056,211221,1
12057,211224,1
12058,211227,0
12059,211230,0
12060,211233,0
12061,211236,1
12062,211239,1
12063,211242,0
12064,211245,1
12065,211248,1
12066,211251,1
12067,211254,0
12068,211257,0
12069,211260,1
12070,211263,1
12071,211266,0
12072,211269,1
12073,211272,1
12074,211275,0
12075,211278,1
12076,211281,0
12077,211284,0
12078,211287,0
12079,211290,1
12080,211293,0
12081,211296,0
12082,211299,0
12083,211302,1
12084,211305,0
12085,211308,1
12086,211311,1
12087,211314,0
12088,211317,1
12089,211320,1
12090,211323,1
12091,211326,1
12092,211329,0
12093,211332,0
12094,211335,0
12095,211338,1
12096,211341,0
12097,211344,1
12098,211357,0
12099,211360,1
12100,211363,1
12101,211366,1
12102,211369,0
12103,211372,1
12104,211375,0
12105,211378,0
12106,211381,1
12107,211384,0
12108,211387,0
12109,211390,0
12110,211393,0
12111,211396,0
12112,211399,1
12113,211402,1
12114,211405,1
12115,211408,0
12116,211411,1
12117,211414,1
12118,211417,0
12119,211420,0
12120,211423,0
12121,211426,0
12122,211429,0
12123,211432,0
12124,211435,0
12125,211438,1
12126,211441,0
12127,211444,0
12128,211447,0
12129,211450,0
12130,211453,1
12131,211456,1
12132,211459,1
12133,211462,1
12134,211465,1
12135,211468,0
12136,211471,1
12137,211474,0
12138,211477,0
12139,211480,1
12140,211483,0
12141,211486,1
12142,211489,0
12143,211492,0
12144,211495,0
12145,211498,0
12146,211501,1
12147,211504,0
12148,211507,0
12149,211510,1
12150,211513,0
12151,211516,0
12152,211519,1
12153,211522,1
12154,211525,1
12155,211528,1
12156,211531,1
12157,211534,1
12158,211537,1
12159,211540,0
12160,211543,0
12161,211546,1
12162,211549,0
12163,211552,1
12164,211555,0
12165,211558,1
12166,211561,0
12167,211564,1
12168,211567,1
12169,211570,0
12170,211573,1
12171,211576,0
12172,211579,1
12173,211582,0
12174,211585,1
12175,211588,0
12176,211591,0
12177,211594,0
12178,211597,1
12179,211600,1
12180,211603,1
12181,211606,0
12182,211609,1
12183,211612,1
12184,211615,0
12185,211618,1
12186,211621,0
12187,211624,0
12188,211627,1
12189,211630,1
12190,211633,1
12191,211637,1
12192,211640,1
12193,211643,1
12194,211646,0
12195,211649,0
12196,211652,0
12197,211655,1
12198,211658,0
12199,211661,1
12200,211664,0
12201,211667,0
12202,211670,0
12203,211673,0
12204,211676,1
12205,211679,0
12206,211682,1
12207,211685,1
12208,211688,0
12209,211691,1
12210,211694,0
12211,211697,1
12212,211700,0
12213,211703,0
12214,211706,0
12215,211709,1
12216,211712,1
12217,211715,0
12218,211718,0
12219,211721,0
12220,211724,0
12221,211727,0
12222,211730,0
12223,211733,0
12224,211736,1
12225,211739,0
12226,211742,0
12227,211745,0
12228,211748,1
12229,211751,1
12230,211754,1
12231,211757,0
12232,211760,1
12233,211763,0
12234,211766,0
12235,211769,1
12236,211772,1
12237,211775,1
12238,211778,0
12239,211781,1
12240,211784,1
12241,211787,0
12242,211790,1
12243,211793,0
12244,211796,1
12245,211799,0
12246,211802,1
12247,211805,1
12248,211808,1
12249,211811,0
12250,211814,1
12251,211817,0
12252,211820,1
12253,211823,0
12254,211826,0
12255,211829,0
12256,211832,0
12257,211835,0
12258,211838,0
12259,211841,0
12260,211844,1
12261,211847,1
12262,211850,0
12263,211853,1
12264,211856,1
12265,211859,0
12266,211862,0
12267,211865,0
12268,211868,0
12269,211871,1
12270,211874,0
12271,211877,1
12272,211880,1
12273,211883,1
12274,211886,0
12275,211889,1
12276,211892,0
12277,211895,1
12278,211898,0
12279,211901,1
12280,211904,0
12281,211907,0
12282,211910,0
12283,211913,0
12284,211916,1
12285,211919,0
12286,211922,0
12287,211925,0
12288,211928,1
12289,211931,1
12290,211934,0
12291,211937,1
12292,211940,0
12293,211943,0
12294,211946,1
12295,211949,0
12296,211952,1
12297,211955,0
12298,211958,0
12299,211961,0
12300,211964,1
12301,211967,0
12302,211970,0
12303,211973,0
12304,211976,0
12305,211979,0
12306,211982,1
12307,211985,1
12308,211988,0
12309,211991,1
12310,211994,1
12311,211997,0
12312,212000,0
12313,212003,1
12314,212006,1
12315,212009,1
12316,212012,1
12317,212015,1
12318,212018,1
12319,212021,1
12320,212037,1
12321,212040,0
12322,212043,0
12323,212046,0
12324,212049,0
12325,212052,0
12326,212055,1
12327,212058,1
12328,212061,1
12329,212064,0
12330,212067,1
12331,212070,1
12332,212073,0
12333,212076,0
12334,212079,1
12335,212082,1
12336,212085,0
12337,212088,0
12338,212091,0
12339,212094,1
12340,212097,0
12341,212100,1
12342,212103,0
12343,212106,0
12344,212109,1
12345,212112,1
12346,212115,0
12347,212118,1
12348,212121,0
12349,212124,0
12350,212127,0
12351,212130,0
12352,212133,0
12353,212136,0
12354,212139,1
12355,212142,0
12356,212145,0
12357,212148,0
12358,212151,1
12359,212154,0
12360,212157,1
12361,212160,0
12362,212163,1
12363,212166,1
12364,212169,1
12365,212172,0
12366,212175,1
12367,212178,1
12368,212181,0
12369,212184,0
12370,212187,1
12371,212190,0
12372,212193,0
12373,212196,0
12374,212199,1
12375,212202,0
12376,212205,0
12377,212208,1
12378,212211,1
12379,212214,1
12380,212217,0
12381,212220,1
12382,212223,0
12383,212226,0
12384,212229,1
12385,212232,1
12386,212235,0
12387,212238,1
12388,212241,1
12389,212244,1
12390,212247,1
12391,212250,0
12392,212253,1
12393,212256,0
12394,212259,0
12395,212262,0
12396,212265,0
12397,212268,1
12398,212271,1
12399,212274,0
12400,212277,1
12401,212280,0
12402,212283,0
12403,212286,1
12404,212289,0
12405,212292,0
12406,212295,1
12407,212298,0
12408,212301,1
12409,212304,1
12410,212307,1
12411,212310,0
12412,212313,0
12413,212316,0
12414,212319,1
12415,212322,0
12416,212325,0
12417,212328,0
12418,212331,1
12419,212334,0
12420,212337,1
12421,212340,0
12422,212343,0
12423,212346,0
12424,212349,0
12425,212352,0
12426,212355,1
12427,212358,0
12428,212361,0
12429,212364,1
12430,212367,0
12431,212370,0
12432,212373,0
12433,212377,0
12434,212380,0
12435,212383,1
12436,212386,1
12437,212389,0
12438,212392,0
12439,212395,0
12440,212398,0
12441,212401,1
12442,212404,0
12443,212407,0
12444,212410,1
12445,212413,0
12446,212416,1
12447,212419,0
12448,212422,1
12449,212425,1
12450,212428,0
12451,212431,0
12452,212434,0
12453,212437,1
12454,212440,0
12455,212443,0
12456,212446,0
12457,212449,1
12458,212452,0
12459,212455,1
12460,212458,1
12461,212461,1
12462,212464,1
12463,212467,1
12464,212470,1
12465,212473,0
12466,212476,1
12467,212479,0
12468,212482,1
12469,212485,0
12470,212488,1
12471,212491,0
12472,212494,0
12473,212497,0
12474,212500,0
12475,212503,1
12476,212506,1
12477,212509,0
12478,212512,1
12479,212515,0
12480,212518,1
12481,212521,0
12482,212524,0
12483,212527,1
12484,212530,1
12485,212533,0
12486,212536,0
12487,212539,0
12488,212542,1
12489,212545,1
12490,212548,0
12491,212551,0
12492,212554,1
12493,212557,0
12494,212560,1
12495,212563,0
12496,212566,0
12497,212569,0
12498,212572,1
12499,212575,0
12500,212578,1
12501,212581,1
12502,212584,1
12503,212587,0
12504,212590,1
12505,212593,1
12506,212596,0
12507,212599,1
12508,212602,0
12509,212605,1
12510,212608,0
12511,212611,0
12512,212614,0
12513,212617,1
12514,212620,1
12515,212623,1
12516,212626,0
12517,212629,0
12518,212632,1
12519,212635,0
12520,212638,0
12521,212641,1
12522,212644,1
12523,212647,1
12524,212650,0
12525,212653,1
12526,212656,0
12527,212659,0
12528,212662,0
12529,212665,1
12530,212668,0
12531,212671,0
12532,212674,1
12533,212677,0
12534,212680,0
12535,212683,0
12536,212686,1
12537,212689,0
12538,212692,1
12539,212695,0
12540,212698,1
12541,212701,0
12542,212704,1
12543,212707,0
12544,212710,0
12545,212713,1
12546,212716,0
12547,212719,0
12548,212722,0
12549,212725,1
12550,212728,0
12551,212731,1
12552,212734,1
12553,212737,0
12554,212740,0
12555,212743,0
12556,212746,1
12557,212749,1
12558,212752,1
12559,212755,1
12560,212758,1
12561,212761,1
12562,212764,0
12563,212767,1
12564,212770,1
12565,212773,1
12566,212776,0
12567,212779,0
12568,212782,0
12569,212785,1
12570,212788,0
12571,212791,1
12572,212794,0
12573,212797,0
12574,212800,0
12575,212803,0
12576,212806,0
12577,212809,1
12578,212812,0
12579,212815,0
12580,212818,1
12581,212821,1
12582,212824,1
12583,212827,0
12584,212830,1
12585,212833,0
12586,212836,0
12587,212839,1
12588,212842,0
12589,212845,0
12590,212848,1
12591,212851,1
12592,212854,0
12593,212857,0
12594,212860,0
12595,212863,1
12596,212866,0
12597,212869,0
12598,212872,1
12599,212875,1
12600,212878,0
12601,212881,1
12602,212884,0
12603,212887,0
12604,212890,1
12605,212893,0
12606,212896,1
12607,212899,0
12608,212902,0
12609,212905,0
12610,212908,1
12611,212911,1
12612,212914,0
12613,212917,1
12614,212920,1
12615,212923,0
12616,212926,1
12617,212929,0
12618,212932,0
12619,212935,1
12620,212938,0
12621,212941,1
12622,212944,0
12623,212947,0
12624,212950,0
12625,212953,0
12626,212956,0
12627,212959,1
12628,212962,1
12629,212965,1
12630,212968,1
12631,212971,1
12632,212974,1
12633,212977,1
12634,212980,1
12635,212983,1
12636,212986,1
12637,212989,1
12638,212992,1
12639,212995,1
12640,212998,0
12641,213001,0
12642,213004,0
12643,213007,0
12644,213010,1
12645,213013,1
12646,213016,1
12647,213019,1
12648,213022,1
12649,213025,0
12650,213028,0
12651,213031,1
12652,213034,1
12653,213037,1
12654,213040,1
12655,213043,1
12656,213046,0
12657,213049,0
12658,213052,0
12659,213055,0
12660,213058,0
12661,213061,0
12662,213064,1
12663,213067,0
12664,213070,1
12665,213073,1
12666,213076,1
12667,213079,0
12668,213082,0
12669,213085,1
12670,213088,1
12671,213091,0
12672,213094,0
12673,213097,0
12674,213100,1
12675,213117,0
12676,213120,1
12677,213123,0
12678,213126,0
12679,213129,0
12680,213132,0
12681,213135,0
12682,213138,1
12683,213141,1
12684,213144,0
12685,213147,0
12686,213150,1
12687,213153,0
12688,213156,1
12689,213159,0
12690,213162,1
12691,213165,0
12692,213168,0
12693,213171,1
12694,213174,0
12695,213177,1
12696,213180,0
12697,213183,0
12698,213186,1
12699,213189,1
12700,213192,0
12701,213195,1
12702,213198,0
12703,213201,1
12704,213204,0
12705,213207,1
12706,213210,0
12707,213213,0
12708,213216,0
12709,213219,1
12710,213222,0
12711,213225,0
12712,213228,0
12713,213231,1
12714,213234,0
12715,213237,0
12716,213240,1
12717,213243,0
12718,213246,0
12719,213249,1
12720,213252,0
12721,213255,0
12722,213258,1
12723,213261,1
12724,213264,0
12725,213267,1
12726,213270,0
12727,213273,1
12728,213276,0
12729,213279,0
12730,213282,1
12731,213285,0
12732,213288,1
12733,213291,0
12734,213294,1
12735,213297,0
12736,213300,0
12737,213303,0
12738,213306,1
12739,213309,0
12740,213312,0
12741,213315,1
12742,213318,0
12743,213321,0
12744,213324,1
12745,213327,1
12746,213330,0
12747,213333,0
12748,213336,1
12749,213339,0
12750,213342,0
12751,213345,0
12752,213348,0
12753,213351,1
12754,213354,0
12755,213357,1
12756,213360,1
12757,213363,1
12758,213366,0
12759,213369,0
12760,213372,0
12761,213375,1
12762,213378,1
12763,213381,1
12764,213384,0
12765,213387,0
12766,213390,0
12767,213393,1
12768,213396,1
12769,213399,1
12770,213402,1
12771,213405,1
12772,213408,0
12773,213411,0
12774,213414,1
12775,213417,1
12776,213420,0
12777,213423,1
12778,213426,0
12779,213429,0
12780,213432,0
12781,213435,1
12782,213438,0
12783,213441,0
12784,213444,1
12785,213447,1
12786,213450,1
12787,213453,0
12788,213456,1
12789,213459,0
12790,213462,0
12791,213465,0
12792,213468,1
12793,213471,0
12794,213474,1
12795,213477,1
12796,213480,1
12797,213483,0
12798,213486,0
12799,213489,0
12800,213492,0
12801,213495,0
12802,213498,0
12803,213501,1
12804,213504,0
12805,213507,0
12806,213510,0
12807,213513,0
12808,213516,1
12809,213519,0
12810,213522,1
12811,213525,0
12812,213528,1
12813,213531,1
12814,213534,1
12815,213537,0
12816,213540,1
12817,213543,0
12818,213546,0
12819,213557,0
12820,213560,0
12821,213563,1
12822,213566,1
12823,213569,1
12824,213572,0
12825,213575,1
12826,213578,0
12827,213581,1
12828,213597,1
12829,213600,1
12830,213603,0
12831,213606,1
12832,213609,0
12833,213612,1
12834,213615,0
12835,213618,0
12836,213621,1
12837,213624,1
12838,213627,1
12839,213630,1
12840,213633,1
12841,213636,0
12842,213639,1
12843,213642,0
12844,213645,1
12845,213648,0
12846,213651,0
12847,213654,0
12848,213657,1
12849,213660,0
12850,213663,1
12851,213666,1
12852,213669,0
12853,213672,0
12854,213675,0
12855,213678,0
12856,213681,1
12857,213684,1
12858,213687,1
12859,213690,1
12860,213693,0
12861,213696,0
12862,213699,1
12863,213702,1
12864,213705,0
12865,213708,0
12866,213711,1
12867,213714,0
12868,213717,0
12869,213720,0
12870,213723,1
12871,213726,1
12872,213729,0
12873,213732,0
12874,213735,1
12875,213738,0
12876,213741,0
12877,213744,1
12878,213747,0
12879,213750,1
12880,213753,1
12881,213756,1
12882,213759,1
12883,213762,0
12884,213765,0
12885,213768,0
12886,213771,1
12887,213774,0
12888,213777,1
12889,213780,1
12890,213783,0
12891,213786,1
12892,213789,1
12893,213792,0
12894,213795,0
12895,213798,0
12896,213801,0
12897,213804,0
12898,213807,1
12899,213810,1
12900,213813,1
12901,213816,0
12902,213819,0
12903,213822,0
12904,213825,1
12905,213828,1
12906,213831,1
12907,213834,0
12908,213837,0
12909,213840,0
12910,213843,0
12911,213846,1
12912,213849,1
12913,213852,1
12914,213855,0
12915,213858,1
12916,213861,0
12917,213864,0
12918,213867,1
12919,213870,1
12920,213873,0
12921,213876,0
12922,213879,0
12923,213882,0
12924,213885,0
12925,213888,0
12926,213891,0
12927,213894,0
12928,213897,1
12929,213900,1
12930,213903,0
12931,213906,0
12932,213909,0
12933,213912,1
12934,213915,1
12935,213918,0
12936,213921,1
12937,213924,1
12938,213927,0
12939,213930,1
12940,213933,0
12941,213936,1
12942,213939,1
12943,213942,0
12944,213945,1
12945,213948,0
12946,213951,1
12947,213954,1
12948,213957,0
12949,213960,1
12950,213963,1
12951,213966,1
12952,213969,0
12953,213977,0
12954,213980,0
12955,213983,1
12956,213986,0
12957,213989,1
12958,213992,0
12959,213995,1
12960,213998,0
12961,214001,0
12962,214004,1
12963,214007,1
12964,214010,0
12965,214013,0
12966,214016,1
12967,214019,0
12968,214022,0
12969,214025,1
12970,214028,1
12971,214031,0
12972,214034,0
12973,214037,0
12974,214040,0
12975,214043,1
12976,214046,1
12977,214049,1
12978,214052,1
12979,214055,1
12980,214058,1
12981,214061,0
12982,214064,1
12983,214067,1
12984,214070,0
12985,214073,1
12986,214076,0
12987,214079,1
12988,214082,0
12989,214085,0
12990,214088,0
12991,214091,1
12992,214094,1
12993,214097,1
12994,214100,0
12995,214103,0
12996,214106,1
12997,214109,1
12998,214112,0
12999,214115,0
13000,214118,1
13001,214121,1
13002,214124,1
13003,214127,1
13004,214130,1
13005,214133,0
13006,214136,0
13007,214139,0
13008,214142,1
13009,214145,1
13010,214148,0
13011,214151,1
13012,214154,0
13013,214157,1
13014,214160,0
13015,214163,1
13016,214166,0
13017,214169,1
13018,214172,0
13019,214175,1
13020,214178,1
13021,214181,1
13022,214184,1
13023,214187,1
13024,214190,1
13025,214193,1
13026,214196,0
13027,214199,0
13028,214202,1
13029,214205,1
13030,214208,0
13031,214211,0
13032,214214,1
13033,214217,1
13034,214220,1
13035,214223,0
